	sampleA	sampleB	logFC	logCPM	PValue	FDR
TRINITY_DN10189_c0_g1	SMP_1	SMP_2	0.151555476	4.860949929	0.824875166	1
TRINITY_DN10190_c0_g1	SMP_1	SMP_2	0.06628467	3.962390268	0.931131375	1
TRINITY_DN10191_c0_g1	SMP_1	SMP_2	-1.395961673	-0.094616725	0.219276674	0.986435661
TRINITY_DN10191_c1_g1	SMP_1	SMP_2	1.107056893	0.598680784	0.217929755	0.986435661
TRINITY_DN10191_c2_g1	SMP_1	SMP_2	0.046658814	3.467436533	0.951891597	1
TRINITY_DN10191_c3_g1	SMP_1	SMP_2	-0.489935971	1.940802859	0.528082753	1
TRINITY_DN10192_c0_g1	SMP_1	SMP_2	0.039925793	8.614029779	0.951675264	1
TRINITY_DN10193_c0_g1	SMP_1	SMP_2	-0.102697734	4.096933532	0.882898208	1
TRINITY_DN10194_c0_g1	SMP_1	SMP_2	0.555939923	3.524726658	0.420139878	1
TRINITY_DN10195_c1_g1	SMP_1	SMP_2	0.225008436	4.163899795	0.74183259	1
TRINITY_DN10196_c0_g1	SMP_1	SMP_2	0.172390202	3.616528655	0.805347329	1
TRINITY_DN10196_c1_g1	SMP_1	SMP_2	-0.250611883	8.18472184	0.702247605	1
TRINITY_DN10197_c0_g2	SMP_1	SMP_2	0.169034475	0.522689562	0.917981859	1
TRINITY_DN10197_c1_g1	SMP_1	SMP_2	0.489316791	2.824473606	0.492480905	1
TRINITY_DN10198_c0_g1	SMP_1	SMP_2	0.424280022	8.612428345	0.517523563	1
TRINITY_DN10198_c0_g3	SMP_1	SMP_2	0.16165097	4.571600345	0.814583996	1
TRINITY_DN10199_c0_g1	SMP_1	SMP_2	-0.145530289	2.91387681	0.843741327	1
TRINITY_DN10200_c0_g1	SMP_1	SMP_2	0.205801446	5.769329606	0.755310841	1
TRINITY_DN10201_c0_g1	SMP_1	SMP_2	-0.226366096	3.370106951	0.747573109	1
TRINITY_DN10202_c0_g1	SMP_1	SMP_2	0.315715738	3.509735231	0.658826605	1
TRINITY_DN10203_c0_g1	SMP_1	SMP_2	-0.48481367	4.951898321	0.46809918	1
TRINITY_DN10203_c0_g3	SMP_1	SMP_2	-0.619416368	4.129561526	0.362611009	1
TRINITY_DN10204_c0_g1	SMP_1	SMP_2	0.409224524	4.030139711	0.548476552	1
TRINITY_DN10205_c0_g1	SMP_1	SMP_2	-0.000288069	5.449909275	1	1
TRINITY_DN10206_c0_g1	SMP_1	SMP_2	-2.542159494	3.744995952	0.000394798	0.013456901
TRINITY_DN10206_c0_g2	SMP_1	SMP_2	-1.386203095	2.239798599	0.058742596	0.564827112
TRINITY_DN10207_c0_g1	SMP_1	SMP_2	-0.385726149	5.976777722	0.560394907	1
TRINITY_DN10208_c0_g1	SMP_1	SMP_2	0.18735005	2.677558362	0.816819279	1
TRINITY_DN10209_c0_g1	SMP_1	SMP_2	0.311780183	2.305373248	0.666715499	1
TRINITY_DN10210_c0_g1	SMP_1	SMP_2	2.072531542	3.313625861	0.003922097	0.080072734
TRINITY_DN10210_c0_g2	SMP_1	SMP_2	-0.149141105	1.647288622	0.879539074	1
TRINITY_DN10211_c0_g1	SMP_1	SMP_2	-0.042283007	1.658667271	0.959720485	1
TRINITY_DN10212_c0_g1	SMP_1	SMP_2	-1.035852477	5.135258639	0.122135618	0.802590424
TRINITY_DN10212_c0_g2	SMP_1	SMP_2	0.305822337	5.033657116	0.64851879	1
TRINITY_DN10213_c0_g1	SMP_1	SMP_2	-0.450493026	6.952361761	0.493529496	1
TRINITY_DN10214_c0_g1	SMP_1	SMP_2	-1.563494825	5.095089569	0.020960576	0.287279593
TRINITY_DN10215_c0_g1	SMP_1	SMP_2	-0.448287217	4.219018464	0.50807933	1
TRINITY_DN10216_c0_g1	SMP_1	SMP_2	-0.007000855	2.724650963	1	1
TRINITY_DN10217_c0_g1	SMP_1	SMP_2	-1.189648427	7.884991926	0.072996795	0.632576128
TRINITY_DN10218_c0_g1	SMP_1	SMP_2	0.324425784	0.791069096	0.723660508	1
TRINITY_DN10218_c0_g2	SMP_1	SMP_2	-0.056538229	2.719842801	0.960135624	1
TRINITY_DN10219_c1_g1	SMP_1	SMP_2	-0.481368403	5.817092715	0.466921611	1
TRINITY_DN10219_c1_g2	SMP_1	SMP_2	-0.674055446	7.585495374	0.305707669	1
TRINITY_DN10219_c1_g3	SMP_1	SMP_2	-0.857113253	4.057982018	0.2075632	0.971865199
TRINITY_DN10220_c0_g1	SMP_1	SMP_2	0.252647315	3.551767634	0.721135827	1
TRINITY_DN10221_c0_g1	SMP_1	SMP_2	0.665588569	2.41816683	0.367635499	1
TRINITY_DN10221_c0_g2	SMP_1	SMP_2	2.094195289	0.269037016	0.042605988	0.467156282
TRINITY_DN10222_c0_g1	SMP_1	SMP_2	0.208804551	2.278876558	0.78659789	1
TRINITY_DN10223_c0_g1	SMP_1	SMP_2	-0.074060872	3.466859106	0.927887835	1
TRINITY_DN10224_c0_g1	SMP_1	SMP_2	-0.397708629	4.774324455	0.556080338	1
TRINITY_DN10224_c0_g3	SMP_1	SMP_2	-0.699628457	6.791090211	0.288865611	1
TRINITY_DN10225_c0_g1	SMP_1	SMP_2	-0.320248497	2.881966775	0.652625996	1
TRINITY_DN10226_c0_g1	SMP_1	SMP_2	1.257907958	1.609924845	0.112678869	0.784980544
TRINITY_DN10226_c1_g1	SMP_1	SMP_2	0.202019683	4.135265456	0.77351034	1
TRINITY_DN10226_c1_g2	SMP_1	SMP_2	1.474908369	2.314799205	0.050205035	0.514820337
TRINITY_DN10226_c2_g1	SMP_1	SMP_2	2.448223435	1.713621706	0.002706795	0.060171174
TRINITY_DN10227_c0_g1	SMP_1	SMP_2	1.079125269	5.109050972	0.107052201	0.76065949
TRINITY_DN10228_c0_g1	SMP_1	SMP_2	-0.117822062	1.535667143	0.912507756	1
TRINITY_DN10229_c0_g1	SMP_1	SMP_2	0.446109553	4.643458812	0.504963318	1
TRINITY_DN10229_c0_g2	SMP_1	SMP_2	0.365245664	4.85638465	0.585450555	1
TRINITY_DN10230_c0_g1	SMP_1	SMP_2	0.151379326	5.608061984	0.821044045	1
TRINITY_DN10230_c0_g2	SMP_1	SMP_2	-0.049190507	4.345969061	0.947134632	1
TRINITY_DN10230_c0_g4	SMP_1	SMP_2	0.368491357	2.396532853	0.639076355	1
TRINITY_DN10231_c0_g1	SMP_1	SMP_2	-0.506145584	2.955079177	0.480182478	1
TRINITY_DN10232_c1_g1	SMP_1	SMP_2	-0.562574377	1.46167193	0.454799212	1
TRINITY_DN10232_c1_g2	SMP_1	SMP_2	-0.040370076	2.178630141	0.971497585	1
TRINITY_DN10232_c1_g3	SMP_1	SMP_2	-0.04788004	6.078183672	0.943883466	1
TRINITY_DN10232_c1_g5	SMP_1	SMP_2	0.036710678	10.53152669	0.955295688	1
TRINITY_DN10232_c1_g6	SMP_1	SMP_2	0.183362242	3.575345144	0.800494285	1
TRINITY_DN10233_c0_g1	SMP_1	SMP_2	0.73202304	3.382416279	0.296959451	1
TRINITY_DN10234_c0_g1	SMP_1	SMP_2	1.642064281	1.723458944	0.042332043	0.466763867
TRINITY_DN10235_c0_g1	SMP_1	SMP_2	0.085903179	4.721107505	0.903174549	1
TRINITY_DN10236_c0_g1	SMP_1	SMP_2	-0.928418529	5.09633135	0.163705987	0.894375264
TRINITY_DN10237_c0_g1	SMP_1	SMP_2	0.052089864	3.045558057	0.951925401	1
TRINITY_DN10237_c0_g2	SMP_1	SMP_2	0.550362485	2.766835835	0.447860598	1
TRINITY_DN10238_c0_g1	SMP_1	SMP_2	0.186753308	7.099309939	0.776675073	1
TRINITY_DN10239_c0_g1	SMP_1	SMP_2	0.376084428	7.136159678	0.567342065	1
TRINITY_DN10240_c0_g1	SMP_1	SMP_2	-0.59689657	2.190388554	0.431877597	1
TRINITY_DN10241_c0_g1	SMP_1	SMP_2	0.460600891	2.296064627	0.547050801	1
TRINITY_DN10242_c0_g1	SMP_1	SMP_2	0.145903856	5.913354532	0.825882811	1
TRINITY_DN10243_c0_g1	SMP_1	SMP_2	0.221585675	2.161974801	0.79915048	1
TRINITY_DN10244_c0_g1	SMP_1	SMP_2	0.114299945	2.865462642	0.891742258	1
TRINITY_DN10244_c0_g2	SMP_1	SMP_2	-0.687048053	2.93888502	0.328156477	1
TRINITY_DN10244_c0_g3	SMP_1	SMP_2	-0.38964781	3.691538103	0.566963218	1
TRINITY_DN10245_c0_g1	SMP_1	SMP_2	-1.141084724	6.201198838	0.086795358	0.693625557
TRINITY_DN10246_c0_g1	SMP_1	SMP_2	-1.556887438	4.792623719	0.022390762	0.302474637
TRINITY_DN10247_c1_g1	SMP_1	SMP_2	-0.020722843	5.421266798	0.977898184	1
TRINITY_DN10248_c0_g1	SMP_1	SMP_2	-0.631611033	2.647601961	0.368455351	1
TRINITY_DN10248_c0_g2	SMP_1	SMP_2	-0.92995336	7.7453671	0.159045409	0.88388208
TRINITY_DN10248_c0_g3	SMP_1	SMP_2	0.564381042	1.948261779	0.473913764	1
TRINITY_DN10248_c0_g4	SMP_1	SMP_2	-0.979595317	7.99283636	0.138151298	0.839723613
TRINITY_DN10249_c0_g1	SMP_1	SMP_2	-0.108541996	4.994352278	0.873570969	1
TRINITY_DN10250_c1_g2	SMP_1	SMP_2	3.989779287	0.116109629	0.004550577	0.090088408
TRINITY_DN10250_c2_g1	SMP_1	SMP_2	0.141188956	2.840977237	0.852982172	1
TRINITY_DN10250_c2_g2	SMP_1	SMP_2	-1.065275279	8.869759371	0.107140006	0.76065949
TRINITY_DN10251_c0_g1	SMP_1	SMP_2	0.523734692	3.41698866	0.458222751	1
TRINITY_DN10251_c1_g1	SMP_1	SMP_2	0.74251293	2.859532946	0.298271521	1
TRINITY_DN10252_c0_g1	SMP_1	SMP_2	-0.633737963	3.352308567	0.355845547	1
TRINITY_DN10253_c0_g1	SMP_1	SMP_2	-0.639016219	3.962276393	0.349868843	1
TRINITY_DN10254_c0_g1	SMP_1	SMP_2	0.159101817	2.662461764	0.855393413	1
TRINITY_DN10255_c0_g1	SMP_1	SMP_2	-0.270777264	3.313184814	0.699656292	1
TRINITY_DN10256_c0_g1	SMP_1	SMP_2	-1.002412195	2.735673173	0.160482291	0.886482426
TRINITY_DN10257_c0_g1	SMP_1	SMP_2	0.414592638	3.353471016	0.555374265	1
TRINITY_DN10258_c1_g1	SMP_1	SMP_2	-0.649013156	2.851815117	0.369030673	1
TRINITY_DN10259_c0_g1	SMP_1	SMP_2	0.81745105	0.890671513	0.354733269	1
TRINITY_DN10259_c0_g2	SMP_1	SMP_2	0.082322742	2.298179766	0.946900232	1
TRINITY_DN10260_c0_g1	SMP_1	SMP_2	0.029773471	2.478862749	1	1
TRINITY_DN10261_c0_g1	SMP_1	SMP_2	-3.488142501	3.698443817	4.27E-06	0.000353487
TRINITY_DN10262_c0_g1	SMP_1	SMP_2	-0.391273553	2.817270167	0.591024418	1
TRINITY_DN10263_c0_g1	SMP_1	SMP_2	-0.928699118	3.294152447	0.183981593	0.929660604
TRINITY_DN10264_c0_g1	SMP_1	SMP_2	0.239570452	3.847247654	0.726136734	1
TRINITY_DN10265_c0_g1	SMP_1	SMP_2	0.144371753	2.214434926	0.860400042	1
TRINITY_DN10266_c0_g1	SMP_1	SMP_2	0.226176081	6.172281622	0.732160429	1
TRINITY_DN10266_c0_g2	SMP_1	SMP_2	0.69453473	0.345217061	0.479616293	1
TRINITY_DN10267_c0_g1	SMP_1	SMP_2	-0.319375801	3.861494904	0.643587762	1
TRINITY_DN10268_c0_g1	SMP_1	SMP_2	-0.097650134	2.903024031	0.911961055	1
TRINITY_DN10269_c1_g1	SMP_1	SMP_2	0.145007583	0.859813274	0.865283687	1
TRINITY_DN10269_c2_g1	SMP_1	SMP_2	-1.266164954	8.172125129	0.056705823	0.554307672
TRINITY_DN10269_c2_g3	SMP_1	SMP_2	-0.71589963	3.83036119	0.292988411	1
TRINITY_DN10269_c2_g4	SMP_1	SMP_2	-0.35865899	0.617684731	0.767876888	1
TRINITY_DN10270_c1_g3	SMP_1	SMP_2	-1.038344795	0.751624166	0.232557797	1
TRINITY_DN10270_c2_g1	SMP_1	SMP_2	2.914798068	2.820876989	0.000174562	0.007256538
TRINITY_DN10270_c3_g2	SMP_1	SMP_2	1.048163631	-0.159968805	0.324544005	1
TRINITY_DN10270_c3_g5	SMP_1	SMP_2	0.64170961	0.168131725	0.597592903	1
TRINITY_DN10271_c0_g1	SMP_1	SMP_2	-0.277660524	4.90288153	0.679437458	1
TRINITY_DN10272_c0_g1	SMP_1	SMP_2	-0.48758084	5.201175026	0.461332635	1
TRINITY_DN10273_c0_g1	SMP_1	SMP_2	0.374156115	1.703005063	0.655991047	1
TRINITY_DN10274_c0_g1	SMP_1	SMP_2	0.261318132	4.507661941	0.698915229	1
TRINITY_DN10275_c0_g1	SMP_1	SMP_2	0.132658394	3.49979977	0.859176719	1
TRINITY_DN10276_c0_g1	SMP_1	SMP_2	0.167600613	5.059843945	0.803387372	1
TRINITY_DN10276_c0_g2	SMP_1	SMP_2	-0.380949933	3.023729857	0.59496674	1
TRINITY_DN10277_c1_g1	SMP_1	SMP_2	-0.481300374	4.50137975	0.477047422	1
TRINITY_DN10278_c0_g1	SMP_1	SMP_2	1.866600757	6.060059835	0.006118514	0.113308133
TRINITY_DN10279_c0_g1	SMP_1	SMP_2	0.456509881	2.008493346	0.543469631	1
TRINITY_DN10280_c0_g1	SMP_1	SMP_2	-0.072136159	5.462359155	0.917254202	1
TRINITY_DN10281_c2_g1	SMP_1	SMP_2	-1.050791658	4.069597247	0.12310954	0.805400077
TRINITY_DN10282_c0_g1	SMP_1	SMP_2	0.12736633	3.117265165	0.862614054	1
TRINITY_DN10283_c0_g1	SMP_1	SMP_2	0.334452613	4.362565084	0.621823939	1
TRINITY_DN10284_c0_g1	SMP_1	SMP_2	-0.011040303	4.056894124	1	1
TRINITY_DN10284_c0_g2	SMP_1	SMP_2	0.387752955	1.508368498	0.651311067	1
TRINITY_DN10285_c0_g1	SMP_1	SMP_2	0.520060103	4.853213187	0.439332116	1
TRINITY_DN10285_c0_g2	SMP_1	SMP_2	0.246627134	3.597518774	0.718287692	1
TRINITY_DN10286_c0_g1	SMP_1	SMP_2	-0.05337541	7.9370107	0.935526093	1
TRINITY_DN10287_c0_g1	SMP_1	SMP_2	1.043379991	2.066194197	0.162822649	0.89220563
TRINITY_DN10288_c0_g1	SMP_1	SMP_2	-0.063558026	4.054554812	0.935537125	1
TRINITY_DN10289_c0_g1	SMP_1	SMP_2	0.680262983	2.06052969	0.366049169	1
TRINITY_DN10290_c0_g1	SMP_1	SMP_2	-1.106500499	7.964282695	0.094791513	0.722190347
TRINITY_DN10291_c2_g1	SMP_1	SMP_2	0.612507917	0.954733043	0.467813872	1
TRINITY_DN10291_c2_g2	SMP_1	SMP_2	1.362854442	-0.226625599	0.228157586	0.995369741
TRINITY_DN10291_c2_g4	SMP_1	SMP_2	0.350227341	0.515971867	0.745261978	1
TRINITY_DN10291_c2_g5	SMP_1	SMP_2	0.551202599	0.263078877	0.619280528	1
TRINITY_DN10291_c2_g6	SMP_1	SMP_2	0.171823596	1.810269002	0.854684724	1
TRINITY_DN10292_c0_g1	SMP_1	SMP_2	0.145764242	4.200102193	0.832953445	1
TRINITY_DN10293_c0_g1	SMP_1	SMP_2	0.021495434	1.77180466	1	1
TRINITY_DN10294_c0_g2	SMP_1	SMP_2	1.112357031	0.452930411	0.258820244	1
TRINITY_DN10294_c0_g3	SMP_1	SMP_2	0.651766978	1.957102452	0.374655445	1
TRINITY_DN10295_c0_g1	SMP_1	SMP_2	0.503004129	4.871002041	0.452519259	1
TRINITY_DN10296_c0_g1	SMP_1	SMP_2	-0.079048261	5.401762009	0.907453408	1
TRINITY_DN10297_c0_g1	SMP_1	SMP_2	-1.29495105	4.479006228	0.057190377	0.55615683
TRINITY_DN10297_c0_g2	SMP_1	SMP_2	-1.29074274	3.845554317	0.05940174	0.569767343
TRINITY_DN10298_c0_g1	SMP_1	SMP_2	-0.10631087	2.146009788	0.911772828	1
TRINITY_DN10299_c0_g1	SMP_1	SMP_2	-0.809388469	5.285698105	0.22401463	0.99462902
TRINITY_DN10300_c1_g1	SMP_1	SMP_2	-0.464501958	4.167992742	0.491839868	1
TRINITY_DN10300_c1_g2	SMP_1	SMP_2	-0.132889128	3.30258301	0.852725313	1
TRINITY_DN10300_c1_g3	SMP_1	SMP_2	-0.996894627	4.075838475	0.141704667	0.851989125
TRINITY_DN10301_c0_g1	SMP_1	SMP_2	-0.923818596	3.507567599	0.182805446	0.929660604
TRINITY_DN10302_c0_g1	SMP_1	SMP_2	0.54044442	1.42322057	0.550667454	1
TRINITY_DN10302_c1_g1	SMP_1	SMP_2	0.199970563	5.497743145	0.763754918	1
TRINITY_DN10303_c0_g1	SMP_1	SMP_2	-0.188855553	3.567483286	0.788988867	1
TRINITY_DN10303_c0_g2	SMP_1	SMP_2	-0.052072868	4.251272907	0.943536617	1
TRINITY_DN10304_c0_g1	SMP_1	SMP_2	-0.238465032	1.721401555	0.76934121	1
TRINITY_DN10305_c0_g1	SMP_1	SMP_2	0.770019578	4.009851491	0.254737633	1
TRINITY_DN10306_c0_g1	SMP_1	SMP_2	0.63659571	3.142316301	0.369660375	1
TRINITY_DN10306_c0_g2	SMP_1	SMP_2	0.632844762	6.778647559	0.33721221	1
TRINITY_DN10307_c0_g1	SMP_1	SMP_2	1.172185835	2.20099437	0.112538041	0.784231762
TRINITY_DN10307_c0_g3	SMP_1	SMP_2	-0.003727307	2.075862938	1	1
TRINITY_DN10308_c1_g1	SMP_1	SMP_2	0.604745069	3.370922427	0.377247263	1
TRINITY_DN10308_c1_g5	SMP_1	SMP_2	-0.708350039	0.394755374	0.503000489	1
TRINITY_DN10308_c2_g1	SMP_1	SMP_2	1.243924643	2.151960191	0.100172023	0.739339474
TRINITY_DN10309_c0_g1	SMP_1	SMP_2	-0.201913543	4.419538444	0.764516305	1
TRINITY_DN10310_c0_g1	SMP_1	SMP_2	0.244222642	4.530226001	0.719638091	1
TRINITY_DN10311_c0_g1	SMP_1	SMP_2	-0.179202458	2.660148181	0.814693129	1
TRINITY_DN10312_c0_g2	SMP_1	SMP_2	2.098449556	4.276563798	0.002790387	0.061737643
TRINITY_DN10312_c0_g3	SMP_1	SMP_2	-7.200965774	-0.39197739	0.000726851	0.021639002
TRINITY_DN10312_c0_g4	SMP_1	SMP_2	-0.306283878	4.067755519	0.658578417	1
TRINITY_DN10313_c0_g1	SMP_1	SMP_2	-0.109273035	5.136045918	0.869871051	1
TRINITY_DN10314_c0_g1	SMP_1	SMP_2	0.557065205	2.384706254	0.447721222	1
TRINITY_DN10315_c0_g1	SMP_1	SMP_2	-0.494301312	3.099596414	0.484339523	1
TRINITY_DN10316_c0_g1	SMP_1	SMP_2	-0.697576442	2.976417304	0.32917681	1
TRINITY_DN10317_c0_g1	SMP_1	SMP_2	0.739315537	6.930056804	0.262553661	1
TRINITY_DN10318_c0_g1	SMP_1	SMP_2	-0.37182055	3.846377023	0.590415485	1
TRINITY_DN10319_c0_g1	SMP_1	SMP_2	0.044164949	4.424767282	0.956121253	1
TRINITY_DN10320_c0_g1	SMP_1	SMP_2	-0.441765301	2.540641119	0.533143095	1
TRINITY_DN10321_c0_g1	SMP_1	SMP_2	-0.592816048	2.680724526	0.409101058	1
TRINITY_DN10322_c1_g1	SMP_1	SMP_2	0.004296911	4.333426542	1	1
TRINITY_DN10323_c0_g1	SMP_1	SMP_2	-0.451027482	7.572016109	0.492253018	1
TRINITY_DN10324_c1_g1	SMP_1	SMP_2	-0.936435373	7.862732415	0.156130857	0.874920568
TRINITY_DN10324_c1_g2	SMP_1	SMP_2	-0.387172038	5.069248201	0.560314015	1
TRINITY_DN10325_c0_g1	SMP_1	SMP_2	-2.37649433	5.442235759	0.000618918	0.019382592
TRINITY_DN10325_c0_g2	SMP_1	SMP_2	-0.061172278	4.641689626	0.935299796	1
TRINITY_DN10326_c1_g1	SMP_1	SMP_2	-0.191736643	3.697294339	0.785957078	1
TRINITY_DN10326_c1_g3	SMP_1	SMP_2	-0.193439698	4.35794152	0.773592027	1
TRINITY_DN10327_c0_g1	SMP_1	SMP_2	1.316687694	7.228159364	0.048205649	0.504336596
TRINITY_DN10328_c0_g1	SMP_1	SMP_2	0.095275231	4.767083011	0.891263236	1
TRINITY_DN10329_c0_g1	SMP_1	SMP_2	0.374996148	1.328243525	0.654708205	1
TRINITY_DN10329_c0_g2	SMP_1	SMP_2	0.413940284	0.550885932	0.672305982	1
TRINITY_DN10329_c0_g3	SMP_1	SMP_2	0.2095789	6.642320203	0.750766131	1
TRINITY_DN10329_c0_g4	SMP_1	SMP_2	0.165579884	0.946143723	0.936149746	1
TRINITY_DN10329_c0_g5	SMP_1	SMP_2	-0.110657396	2.947521834	0.880533712	1
TRINITY_DN10330_c0_g1	SMP_1	SMP_2	-0.24170155	4.463762985	0.719007054	1
TRINITY_DN10331_c1_g1	SMP_1	SMP_2	-0.840593101	4.375734053	0.212711505	0.978822519
TRINITY_DN10331_c1_g3	SMP_1	SMP_2	-1.314434562	1.416427021	0.092992969	0.715206553
TRINITY_DN10332_c0_g2	SMP_1	SMP_2	0.85252901	1.10062319	0.297457372	1
TRINITY_DN10332_c0_g3	SMP_1	SMP_2	-0.440640026	0.65694737	0.700162868	1
TRINITY_DN10332_c0_g5	SMP_1	SMP_2	0.862427574	0.297617857	0.394949373	1
TRINITY_DN10333_c0_g1	SMP_1	SMP_2	0.162491566	5.35878942	0.810472738	1
TRINITY_DN10333_c0_g2	SMP_1	SMP_2	0.018049447	5.180539267	0.981375081	1
TRINITY_DN10334_c0_g1	SMP_1	SMP_2	-0.126554022	6.815957518	0.848095062	1
TRINITY_DN10334_c1_g1	SMP_1	SMP_2	0.930395112	3.45701203	0.17834687	0.927086646
TRINITY_DN10335_c0_g1	SMP_1	SMP_2	0.098333279	4.198017279	0.89062919	1
TRINITY_DN10336_c0_g1	SMP_1	SMP_2	0.129145186	6.425395115	0.845626537	1
TRINITY_DN10337_c0_g1	SMP_1	SMP_2	0.074337946	5.962135977	0.913199823	1
TRINITY_DN10338_c0_g1	SMP_1	SMP_2	-0.441300133	3.320710825	0.524074293	1
TRINITY_DN10339_c0_g1	SMP_1	SMP_2	0.122084134	2.66501863	0.896451764	1
TRINITY_DN10340_c0_g1	SMP_1	SMP_2	-0.104991738	4.424355136	0.881252656	1
TRINITY_DN10341_c0_g1	SMP_1	SMP_2	0.478064718	3.74015652	0.487269207	1
TRINITY_DN10342_c0_g1	SMP_1	SMP_2	-0.733520975	5.593792794	0.269313296	1
TRINITY_DN10343_c1_g1	SMP_1	SMP_2	0.09698171	1.504750569	0.955637735	1
TRINITY_DN10343_c1_g3	SMP_1	SMP_2	-0.267440991	2.751538033	0.731871829	1
TRINITY_DN10343_c1_g5	SMP_1	SMP_2	-0.099648888	5.400933816	0.88513987	1
TRINITY_DN10344_c0_g1	SMP_1	SMP_2	1.491304324	4.218226695	0.02998047	0.368880872
TRINITY_DN10345_c0_g1	SMP_1	SMP_2	0.279807028	2.058319261	0.725938317	1
TRINITY_DN10346_c0_g1	SMP_1	SMP_2	0.214925862	2.221606899	0.779995009	1
TRINITY_DN10347_c0_g1	SMP_1	SMP_2	1.416321151	2.918034843	0.048299814	0.505097074
TRINITY_DN10348_c1_g1	SMP_1	SMP_2	-0.591955744	3.694514948	0.390742531	1
TRINITY_DN10348_c2_g1	SMP_1	SMP_2	0.399470919	2.08941747	0.618241771	1
TRINITY_DN10349_c0_g1	SMP_1	SMP_2	0.454550545	4.570600732	0.501254966	1
TRINITY_DN10349_c0_g2	SMP_1	SMP_2	-0.444766578	0.726356277	0.651530547	1
TRINITY_DN10350_c0_g1	SMP_1	SMP_2	0.381016184	0.02484726	0.779000846	1
TRINITY_DN10350_c0_g2	SMP_1	SMP_2	0.119102955	5.996252862	0.858458595	1
TRINITY_DN10351_c0_g1	SMP_1	SMP_2	0.516706253	2.082492103	0.485039863	1
TRINITY_DN10352_c1_g1	SMP_1	SMP_2	0.475645585	0.875394532	0.609666048	1
TRINITY_DN10352_c2_g1	SMP_1	SMP_2	-0.626993365	7.764108501	0.340294712	1
TRINITY_DN10352_c2_g2	SMP_1	SMP_2	0.087028341	6.193985078	0.896490656	1
TRINITY_DN10352_c2_g3	SMP_1	SMP_2	0.131619017	5.464696563	0.844633034	1
TRINITY_DN10353_c0_g1	SMP_1	SMP_2	0.275379794	6.24254431	0.677329796	1
TRINITY_DN10354_c0_g2	SMP_1	SMP_2	-1.410604988	4.724639139	0.03782018	0.432002335
TRINITY_DN10355_c1_g1	SMP_1	SMP_2	-0.48827412	11.89250629	0.455956293	1
TRINITY_DN10355_c1_g3	SMP_1	SMP_2	-0.4218491	6.619440154	0.521928015	1
TRINITY_DN10355_c1_g4	SMP_1	SMP_2	-0.061747903	0.676073624	1	1
TRINITY_DN10356_c0_g1	SMP_1	SMP_2	2.327202794	-0.368853936	0.083496961	0.678265376
TRINITY_DN10356_c0_g2	SMP_1	SMP_2	-0.677522718	4.311601827	0.315882583	1
TRINITY_DN10356_c0_g3	SMP_1	SMP_2	0.447178859	4.374398562	0.50675158	1
TRINITY_DN10356_c0_g4	SMP_1	SMP_2	0.157949986	4.539607049	0.816334154	1
TRINITY_DN10356_c0_g5	SMP_1	SMP_2	0.776282335	3.021280074	0.270520379	1
TRINITY_DN10357_c1_g1	SMP_1	SMP_2	-0.310417716	2.918639859	0.662318426	1
TRINITY_DN10358_c0_g1	SMP_1	SMP_2	0.432872366	4.524415175	0.52103376	1
TRINITY_DN10359_c0_g1	SMP_1	SMP_2	-0.223973557	7.228889876	0.73334948	1
TRINITY_DN10360_c0_g1	SMP_1	SMP_2	0.217265943	5.91353961	0.743361761	1
TRINITY_DN10361_c0_g1	SMP_1	SMP_2	0.025852899	2.323898298	1	1
TRINITY_DN10362_c0_g1	SMP_1	SMP_2	-0.270514185	2.332687663	0.74620572	1
TRINITY_DN10363_c0_g1	SMP_1	SMP_2	0.389314141	4.101921211	0.568334308	1
TRINITY_DN10364_c0_g1	SMP_1	SMP_2	0.328525212	4.922708097	0.62206214	1
TRINITY_DN10365_c0_g1	SMP_1	SMP_2	0.847433335	3.554161893	0.220755319	0.990020772
TRINITY_DN10366_c2_g1	SMP_1	SMP_2	-1.104508863	7.790470359	0.095455286	0.724608403
TRINITY_DN10366_c2_g2	SMP_1	SMP_2	-0.62020882	7.956503927	0.345355053	1
TRINITY_DN10366_c3_g1	SMP_1	SMP_2	-2.647522244	0.05302211	0.01143183	0.183228835
TRINITY_DN10367_c3_g2	SMP_1	SMP_2	0.813711095	5.247111663	0.222514065	0.991532454
TRINITY_DN10367_c4_g1	SMP_1	SMP_2	-0.036099763	2.605649793	0.978476514	1
TRINITY_DN10367_c4_g2	SMP_1	SMP_2	-0.617418244	2.581625675	0.392707689	1
TRINITY_DN10368_c0_g1	SMP_1	SMP_2	0.073417627	2.20721558	0.94348659	1
TRINITY_DN10369_c0_g1	SMP_1	SMP_2	1.395265287	0.92609315	0.101443449	0.739339474
TRINITY_DN10370_c0_g1	SMP_1	SMP_2	-0.285710758	5.497027474	0.668065675	1
TRINITY_DN10371_c0_g1	SMP_1	SMP_2	0.227148646	2.288812411	0.762405748	1
TRINITY_DN10371_c0_g2	SMP_1	SMP_2	-0.198291878	0.6111296	0.921709956	1
TRINITY_DN10372_c0_g1	SMP_1	SMP_2	-0.131375003	6.104087676	0.843355889	1
TRINITY_DN10373_c0_g1	SMP_1	SMP_2	0.507248755	2.476531967	0.494757068	1
TRINITY_DN10374_c0_g1	SMP_1	SMP_2	-0.701815403	4.350513518	0.296173894	1
